0.005600	-0.000001
0.029863	-0.000002
0.054213	-0.000001
0.078588	-0.000002
0.102963	-0.000001
0.126400	-0.000001
0.149775	-0.000001
0.173850	-0.000002
0.197938	-0.000001
0.221538	-0.000001
0.244725	-0.000001
0.268900	-0.000001
0.293513	-0.000001
0.317513	-0.000000
0.340663	0.000000
0.364463	0.000002
0.388887	0.000004
0.412775	0.000008
0.435000	0.000014
0.457025	0.000024
0.479813	0.000040
0.501600	0.000065
0.520563	0.000099
0.538188	0.000146
0.555200	0.000212
0.570575	0.000295
0.583763	0.000392
0.595188	0.000500
0.605513	0.000623
0.614875	0.000757
0.623113	0.000899
0.630225	0.001043
0.636963	0.001196
0.643337	0.001360
0.649088	0.001529
0.654200	0.001691
0.658938	0.001858
0.663600	0.002037
0.667950	0.002218
0.671950	0.002392
0.675637	0.002568
0.679375	0.002755
0.682925	0.002945
0.686225	0.003130
0.689250	0.003311
0.692250	0.003498
0.695213	0.003688
0.698012	0.003878
0.700550	0.004059
0.703088	0.004246
0.705750	0.004446
0.708275	0.004646
0.710513	0.004828
0.712688	0.005010
0.714975	0.005209
0.717262	0.005408
0.719325	0.005598
0.721300	0.005787
0.723325	0.005982
0.725338	0.006180
0.727213	0.006373
0.729013	0.006559
0.730813	0.006752
0.732612	0.006951
0.734375	0.007149
0.736088	0.007335
0.737713	0.007526
0.739438	0.007729
0.741113	0.007933
0.742600	0.008122
0.744150	0.008311
0.745687	0.008516
0.747275	0.008720
0.748663	0.008912
0.750025	0.009098
0.751450	0.009296
0.752925	0.009500
0.754313	0.009697
0.755612	0.009886
0.756950	0.010082
0.758338	0.010288
0.759650	0.010490
0.760938	0.010680
0.762175	0.010872
0.763463	0.011077
0.764850	0.011286
0.766000	0.011476
0.767125	0.011664
0.768337	0.011864
0.769500	0.012065
0.770650	0.012260
0.771737	0.012451
0.772838	0.012648
0.774038	0.012850
0.775138	0.013048
0.776237	0.013241
0.777375	0.013436
0.778525	0.013638
0.779650	0.013839
0.780713	0.014028
0.781763	0.014218
0.782875	0.014426
0.783975	0.014635
0.785012	0.014825
0.785925	0.015015
0.786975	0.015213
0.788025	0.015413
0.789000	0.015607
0.790000	0.015795
0.790937	0.015991
0.791988	0.016194
0.792950	0.016392
0.793863	0.016581
0.794813	0.016773
0.795775	0.016976
0.796775	0.017177
0.797613	0.017363
0.798550	0.017549
0.799488	0.017756
0.800375	0.017947
0.800612	0.017986
0.800687	0.018010
0.800725	0.018032
0.800800	0.018051
0.800800	0.018051
0.800763	0.018051
0.800788	0.018052
0.800737	0.018052
0.800725	0.018052
0.800675	0.018052
0.800687	0.018053
0.800637	0.018053
0.800625	0.018053
0.800612	0.018054
0.800612	0.018054
0.800563	0.018054
0.800612	0.018055
